date,country,region,healthcare_access,population,risk_score,avg_risk_score,total_cases,active_alerts,top_disease,top_risk_factor,risk_tier
2023-01-15,DRC,Bukavu,0.3,14285714,35.3,30.68,4202,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,DRC,Goma,0.3,14285714,43.7,32.47,7186,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,DRC,Kananga,0.3,14285714,37.9,32.22,5578,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,DRC,Kinshasa,0.3,14285714,49.9,34.4,19281,1,Tuberculosis,Growth Rate,🟡 Medium
2023-01-15,DRC,Kisangani,0.3,14285714,40.9,31.110000000000003,4913,1,Typhoid,AI Anomaly,🟡 Medium
2023-01-15,DRC,Lubumbashi,0.3,14285714,43.6,32.6,6928,1,Tuberculosis,Disease Severity,🟡 Medium
2023-01-15,DRC,Mbuji-Mayi,0.3,14285714,37.4,31.660000000000004,4285,0,Mpox,Disease Severity,🟡 Medium
2023-01-15,Ethiopia,Addis Ababa,0.45,17142857,41.9,32.32,27147,0,Malaria,Growth Rate,🟡 Medium
2023-01-15,Ethiopia,Afar,0.45,17142857,44.5,30.389999999999997,16387,0,Malaria,Growth Rate,🟡 Medium
2023-01-15,Ethiopia,Amhara,0.45,17142857,42.1,30.3,8029,0,Mpox,Disease Severity,🟡 Medium
2023-01-15,Ethiopia,Oromia,0.45,17142857,35.9,29.369999999999997,13828,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,Ethiopia,Sidama,0.45,17142857,33.5,29.0,8415,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Ethiopia,Somali Region,0.45,17142857,53.5,34.67,19155,2,Cholera,AI Anomaly,🟡 Medium
2023-01-15,Ethiopia,Tigray,0.45,17142857,48.3,31.72,13459,1,Cholera,Disease Severity,🟡 Medium
2023-01-15,Ghana,Accra,0.7,4714285,34.1,27.419999999999998,12012,0,Diarrheal_Disease,Growth Rate,🟡 Medium
2023-01-15,Ghana,Kumasi,0.7,4714285,46.7,31.23,6781,1,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Ghana,Northern Region,0.7,4714285,38.3,26.71,2769,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Ghana,Sekondi,0.7,4714285,42.9,30.27,5260,1,Diarrheal_Disease,AI Anomaly,🟡 Medium
2023-01-15,Ghana,Sunyani,0.7,4714285,67.1,35.25,4728,1,Meningitis,Growth Rate,🟠 High
2023-01-15,Ghana,Tamale,0.7,4714285,31.6,27.360000000000003,5041,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Ghana,Upper East,0.7,4714285,36.8,28.089999999999996,4608,1,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Kenya,Eldoret,0.65,6750000,32.4,28.07,6124,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,Kenya,Garissa,0.65,6750000,38.2,27.27,4377,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,Kenya,Kisumu,0.65,6750000,31.7,27.54,2736,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Kenya,Mandera,0.65,6750000,33.8,28.0,7558,0,Malaria,Disease Severity,🟡 Medium
2023-01-15,Kenya,Mombasa,0.65,6750000,48.6,31.619999999999997,20277,1,Typhoid,AI Anomaly,🟡 Medium
2023-01-15,Kenya,Nairobi,0.65,6750000,38.7,28.97,12775,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Kenya,Nakuru,0.65,6750000,35.8,28.610000000000003,4527,0,Malnutrition,AI Anomaly,🟡 Medium
2023-01-15,Kenya,Turkana,0.65,6750000,54.3,30.380000000000003,6734,0,Cholera,Growth Rate,🟡 Medium
2023-01-15,Nigeria,Abuja,0.5,27500000,36.1,30.939999999999998,42257,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,Nigeria,Anambra,0.5,27500000,54.8,34.03,29758,1,Tuberculosis,AI Anomaly,🟡 Medium
2023-01-15,Nigeria,Borno,0.5,27500000,37.6,30.55,17936,0,Typhoid,Growth Rate,🟡 Medium
2023-01-15,Nigeria,Kaduna,0.5,27500000,35.7,29.93,21482,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Nigeria,Kano,0.5,27500000,37.6,31.48,24352,1,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Nigeria,Lagos,0.5,27500000,35.8,30.24,40087,0,Mpox,Disease Severity,🟡 Medium
2023-01-15,Nigeria,Oyo,0.5,27500000,58.7,31.830000000000002,19136,0,Meningitis,Growth Rate,🟠 High
2023-01-15,Nigeria,Rivers,0.5,27500000,36.1,29.830000000000002,13148,0,Typhoid,Disease Severity,🟡 Medium
2023-01-15,Senegal,Dakar,0.6,2833333,35.0,28.57,3058,0,Malaria,Disease Severity,🟡 Medium
2023-01-15,Senegal,Diourbel,0.6,2833333,33.4,27.95,1646,0,Mpox,Disease Severity,🟡 Medium
2023-01-15,Senegal,Saint-Louis,0.6,2833333,61.6,29.99,1480,0,Mpox,Growth Rate,🟠 High
2023-01-15,Senegal,Tambacounda,0.6,2833333,34.2,28.79,1288,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,Senegal,Thiès,0.6,2833333,34.3,28.560000000000002,951,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,Senegal,Ziguinchor,0.6,2833333,40.1,29.26,2099,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Sudan,Blue Nile,0.35,7500000,50.9,36.489999999999995,2948,0,Malaria,Growth Rate,🟡 Medium
2023-01-15,Sudan,Darfur,0.35,7500000,39.1,31.610000000000003,3554,0,Malaria,Disease Severity,🟡 Medium
2023-01-15,Sudan,Kassala,0.35,7500000,48.9,35.04,4960,1,Malnutrition,Growth Rate,🟡 Medium
2023-01-15,Sudan,Khartoum,0.35,7500000,51.2,31.669999999999998,6271,1,Tuberculosis,AI Anomaly,🟡 Medium
2023-01-15,Sudan,Omdurman,0.35,7500000,36.4,30.689999999999998,2521,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Sudan,Red Sea State,0.35,7500000,38.0,31.160000000000004,2575,0,Mpox,Disease Severity,🟡 Medium
2023-01-15,Tanzania,Arusha,0.55,9000000,40.8,31.810000000000002,5200,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Tanzania,Dar es Salaam,0.55,9000000,37.2,29.85,24880,1,Respiratory_Infections,AI Anomaly,🟡 Medium
2023-01-15,Tanzania,Dodoma,0.55,9000000,33.2,28.669999999999998,3956,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Tanzania,Mbeya,0.55,9000000,43.4,29.74,6977,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,Tanzania,Morogoro,0.55,9000000,43.6,30.3,12366,0,Cholera,Growth Rate,🟡 Medium
2023-01-15,Tanzania,Mwanza,0.55,9000000,67.8,37.46,5857,2,Mpox,Growth Rate,🟠 High
2023-01-15,Tanzania,Zanzibar,0.55,9000000,34.9,29.53,6829,0,Malaria,Disease Severity,🟡 Medium
2023-01-15,Uganda,Arua,0.55,6714285,32.0,28.160000000000004,3724,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-15,Uganda,Gulu,0.55,6714285,36.8,28.99,4399,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Uganda,Jinja,0.55,6714285,66.5,33.46,2872,0,Mpox,Growth Rate,🟠 High
2023-01-15,Uganda,Kampala,0.55,6714285,41.9,30.77,17071,0,Malaria,Growth Rate,🟡 Medium
2023-01-15,Uganda,Lira,0.55,6714285,35.7,29.669999999999998,4712,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-15,Uganda,Mbale,0.55,6714285,51.2,30.99,3947,1,Mpox,Disease Severity,🟡 Medium
2023-01-15,Uganda,Mbarara,0.55,6714285,32.1,28.880000000000003,6317,0,Cholera,Disease Severity,🟡 Medium
2023-01-15,Zambia,Copperbelt,0.5,3800000,31.7,28.46,3292,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Zambia,Eastern Province,0.5,3800000,34.3,29.389999999999997,2081,0,Meningitis,Disease Severity,🟡 Medium
2023-01-15,Zambia,Lusaka,0.5,3800000,39.2,30.1,6077,1,Tuberculosis,Disease Severity,🟡 Medium
2023-01-15,Zambia,Northern Province,0.5,3800000,37.3,29.29,2117,0,Malnutrition,Disease Severity,🟡 Medium
2023-01-15,Zambia,Southern Province,0.5,3800000,32.9,27.839999999999996,2827,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,DRC,Bukavu,0.3,14285714,34.8,29.68,3838,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,DRC,Goma,0.3,14285714,35.6,31.330000000000002,6852,0,Diarrheal_Disease,Growth Rate,🟡 Medium
2023-01-16,DRC,Kananga,0.3,14285714,34.2,30.73,6231,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,DRC,Kinshasa,0.3,14285714,49.0,34.38,22714,1,Tuberculosis,Growth Rate,🟡 Medium
2023-01-16,DRC,Kisangani,0.3,14285714,41.4,31.880000000000003,4490,0,Typhoid,Disease Severity,🟡 Medium
2023-01-16,DRC,Lubumbashi,0.3,14285714,37.6,31.080000000000002,7251,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,DRC,Mbuji-Mayi,0.3,14285714,41.9,31.79,4935,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-16,Ethiopia,Addis Ababa,0.45,17142857,38.1,31.160000000000004,25033,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-16,Ethiopia,Afar,0.45,17142857,43.3,32.03,15519,1,Malaria,Growth Rate,🟡 Medium
2023-01-16,Ethiopia,Amhara,0.45,17142857,34.7,28.839999999999996,9280,0,Mpox,Disease Severity,🟡 Medium
2023-01-16,Ethiopia,Oromia,0.45,17142857,47.4,33.21,20541,1,Diarrheal_Disease,AI Anomaly,🟡 Medium
2023-01-16,Ethiopia,Sidama,0.45,17142857,35.1,29.060000000000002,9307,0,Mpox,Disease Severity,🟡 Medium
2023-01-16,Ethiopia,Somali Region,0.45,17142857,48.2,33.2,16159,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Ethiopia,Tigray,0.45,17142857,43.9,31.389999999999997,12134,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Ghana,Accra,0.7,4714285,35.0,27.869999999999997,11648,0,Diarrheal_Disease,Growth Rate,🟡 Medium
2023-01-16,Ghana,Kumasi,0.7,4714285,38.8,29.580000000000002,5370,0,Malaria,Disease Severity,🟡 Medium
2023-01-16,Ghana,Northern Region,0.7,4714285,43.9,30.02,5197,1,Malaria,AI Anomaly,🟡 Medium
2023-01-16,Ghana,Sekondi,0.7,4714285,51.9,31.72,6935,2,Meningitis,AI Anomaly,🟡 Medium
2023-01-16,Ghana,Sunyani,0.7,4714285,65.3,32.87,4428,1,Meningitis,Growth Rate,🟠 High
2023-01-16,Ghana,Tamale,0.7,4714285,35.5,27.53,5460,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Ghana,Upper East,0.7,4714285,34.5,28.689999999999998,3874,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Kenya,Eldoret,0.65,6750000,30.2,27.1,4951,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Kenya,Garissa,0.65,6750000,37.7,27.25,4033,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Kenya,Kisumu,0.65,6750000,37.2,28.49,3642,0,Mpox,Disease Severity,🟡 Medium
2023-01-16,Kenya,Mandera,0.65,6750000,39.7,29.6,7696,1,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Kenya,Mombasa,0.65,6750000,59.8,32.96,16348,1,Meningitis,AI Anomaly,🟠 High
2023-01-16,Kenya,Nairobi,0.65,6750000,32.0,27.869999999999997,12959,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Kenya,Nakuru,0.65,6750000,31.7,28.339999999999996,4613,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Kenya,Turkana,0.65,6750000,55.7,29.139999999999997,6138,0,Cholera,Growth Rate,🟠 High
2023-01-16,Nigeria,Abuja,0.5,27500000,36.7,29.8,37781,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-16,Nigeria,Anambra,0.5,27500000,45.6,32.13,26393,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-16,Nigeria,Borno,0.5,27500000,38.9,29.57,19198,0,Typhoid,Growth Rate,🟡 Medium
2023-01-16,Nigeria,Kaduna,0.5,27500000,37.8,29.139999999999997,21551,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Nigeria,Kano,0.5,27500000,52.2,31.6,20117,1,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Nigeria,Lagos,0.5,27500000,34.4,29.93,39326,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Nigeria,Oyo,0.5,27500000,45.7,31.130000000000003,20266,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Nigeria,Rivers,0.5,27500000,50.7,32.87,24881,1,Malaria,AI Anomaly,🟡 Medium
2023-01-16,Senegal,Dakar,0.6,2833333,38.8,30.32,3552,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Senegal,Diourbel,0.6,2833333,46.2,30.82,1625,1,Malaria,AI Anomaly,🟡 Medium
2023-01-16,Senegal,Saint-Louis,0.6,2833333,66.8,30.52,1374,0,Mpox,Growth Rate,🟠 High
2023-01-16,Senegal,Tambacounda,0.6,2833333,36.5,28.82,1099,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Senegal,Thiès,0.6,2833333,33.0,27.669999999999998,1070,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Senegal,Ziguinchor,0.6,2833333,34.4,28.669999999999998,1908,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-16,Sudan,Blue Nile,0.35,7500000,47.8,35.96,2165,0,Malaria,Growth Rate,🟡 Medium
2023-01-16,Sudan,Darfur,0.35,7500000,36.1,31.23,2862,0,Malaria,Disease Severity,🟡 Medium
2023-01-16,Sudan,Kassala,0.35,7500000,42.6,32.91,3791,0,Malnutrition,Growth Rate,🟡 Medium
2023-01-16,Sudan,Khartoum,0.35,7500000,45.0,33.04,6505,1,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Sudan,Omdurman,0.35,7500000,39.4,31.4,2552,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Sudan,Red Sea State,0.35,7500000,35.3,30.7,2604,0,Mpox,Disease Severity,🟡 Medium
2023-01-16,Tanzania,Arusha,0.55,9000000,35.0,29.03,5781,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Tanzania,Dar es Salaam,0.55,9000000,34.7,29.97,22476,0,Respiratory_Infections,AI Anomaly,🟡 Medium
2023-01-16,Tanzania,Dodoma,0.55,9000000,45.6,30.45,4260,1,Dengue,AI Anomaly,🟡 Medium
2023-01-16,Tanzania,Mbeya,0.55,9000000,35.1,29.25,7855,1,Cholera,Disease Severity,🟡 Medium
2023-01-16,Tanzania,Morogoro,0.55,9000000,44.9,31.72,9342,1,Dengue,AI Anomaly,🟡 Medium
2023-01-16,Tanzania,Mwanza,0.55,9000000,59.2,34.72,5297,0,Cholera,Growth Rate,🟠 High
2023-01-16,Tanzania,Zanzibar,0.55,9000000,35.3,28.79,5158,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-16,Uganda,Arua,0.55,6714285,31.5,28.07,3614,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Uganda,Gulu,0.55,6714285,53.5,30.589999999999996,5036,2,Cholera,AI Anomaly,🟡 Medium
2023-01-16,Uganda,Jinja,0.55,6714285,68.5,32.28,3625,0,Mpox,Growth Rate,🟠 High
2023-01-16,Uganda,Kampala,0.55,6714285,38.1,29.51,11772,0,Mpox,Disease Severity,🟡 Medium
2023-01-16,Uganda,Lira,0.55,6714285,41.9,30.01,3378,1,Tuberculosis,AI Anomaly,🟡 Medium
2023-01-16,Uganda,Mbale,0.55,6714285,45.9,31.169999999999998,4294,0,Mpox,Disease Severity,🟡 Medium
2023-01-16,Uganda,Mbarara,0.55,6714285,38.1,28.29,7052,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Zambia,Copperbelt,0.5,3800000,34.9,30.04,3309,1,Malnutrition,AI Anomaly,🟡 Medium
2023-01-16,Zambia,Eastern Province,0.5,3800000,36.8,28.310000000000002,1879,0,Meningitis,Disease Severity,🟡 Medium
2023-01-16,Zambia,Lusaka,0.5,3800000,40.4,29.46,10609,1,Respiratory_Infections,AI Anomaly,🟡 Medium
2023-01-16,Zambia,Northern Province,0.5,3800000,35.8,29.290000000000003,2023,0,Cholera,Disease Severity,🟡 Medium
2023-01-16,Zambia,Southern Province,0.5,3800000,36.2,28.5,2448,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,DRC,Bukavu,0.3,14285714,36.9,30.839999999999996,3353,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,DRC,Goma,0.3,14285714,38.7,31.1,7632,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,DRC,Kananga,0.3,14285714,39.6,30.75,7498,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,DRC,Kinshasa,0.3,14285714,44.4,33.42,20854,0,Malaria,Disease Severity,🟡 Medium
2023-01-17,DRC,Kisangani,0.3,14285714,43.6,32.1,5092,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,DRC,Lubumbashi,0.3,14285714,38.1,31.72,6843,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-17,DRC,Mbuji-Mayi,0.3,14285714,36.6,30.610000000000003,4399,0,Mpox,Disease Severity,🟡 Medium
2023-01-17,Ethiopia,Addis Ababa,0.45,17142857,39.6,31.99,28182,0,Diarrheal_Disease,Growth Rate,🟡 Medium
2023-01-17,Ethiopia,Afar,0.45,17142857,42.9,32.61,17314,0,Malaria,Growth Rate,🟡 Medium
2023-01-17,Ethiopia,Amhara,0.45,17142857,33.8,28.869999999999997,9079,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Ethiopia,Oromia,0.45,17142857,34.6,30.55,13024,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Ethiopia,Sidama,0.45,17142857,33.9,30.07,8762,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-17,Ethiopia,Somali Region,0.45,17142857,47.1,32.480000000000004,14259,0,Cholera,Disease Severity,🟡 Medium
2023-01-17,Ethiopia,Tigray,0.45,17142857,44.4,30.77,11911,0,Cholera,Disease Severity,🟡 Medium
2023-01-17,Ghana,Accra,0.7,4714285,34.4,28.72,10708,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Ghana,Kumasi,0.7,4714285,39.7,28.72,5828,0,Malaria,Growth Rate,🟡 Medium
2023-01-17,Ghana,Northern Region,0.7,4714285,41.5,29.160000000000004,6273,1,Malaria,Disease Severity,🟡 Medium
2023-01-17,Ghana,Sekondi,0.7,4714285,50.0,29.97,5826,1,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Ghana,Sunyani,0.7,4714285,64.2,31.580000000000002,3247,0,Meningitis,Growth Rate,🟠 High
2023-01-17,Ghana,Tamale,0.7,4714285,44.6,28.05,5068,1,Dengue,AI Anomaly,🟡 Medium
2023-01-17,Ghana,Upper East,0.7,4714285,37.5,29.119999999999997,4807,0,Respiratory_Infections,Growth Rate,🟡 Medium
2023-01-17,Kenya,Eldoret,0.65,6750000,31.2,26.7,5715,0,Malaria,Disease Severity,🟡 Medium
2023-01-17,Kenya,Garissa,0.65,6750000,38.1,28.9,4314,0,Malnutrition,AI Anomaly,🟡 Medium
2023-01-17,Kenya,Kisumu,0.65,6750000,36.3,27.410000000000004,3067,0,Cholera,Disease Severity,🟡 Medium
2023-01-17,Kenya,Mandera,0.65,6750000,32.6,28.589999999999996,7035,0,Mpox,Disease Severity,🟡 Medium
2023-01-17,Kenya,Mombasa,0.65,6750000,60.1,32.97,17271,1,Meningitis,Growth Rate,🟠 High
2023-01-17,Kenya,Nairobi,0.65,6750000,46.8,30.85,26784,1,Respiratory_Infections,AI Anomaly,🟡 Medium
2023-01-17,Kenya,Nakuru,0.65,6750000,41.5,27.65,4350,0,Mpox,Disease Severity,🟡 Medium
2023-01-17,Kenya,Turkana,0.65,6750000,61.2,32.37,7772,1,Cholera,Growth Rate,🟠 High
2023-01-17,Nigeria,Abuja,0.5,27500000,62.1,32.989999999999995,46831,1,Cholera,AI Anomaly,🟠 High
2023-01-17,Nigeria,Anambra,0.5,27500000,44.3,31.97,30341,1,Tuberculosis,Disease Severity,🟡 Medium
2023-01-17,Nigeria,Borno,0.5,27500000,35.9,29.23,17602,0,Typhoid,Growth Rate,🟡 Medium
2023-01-17,Nigeria,Kaduna,0.5,27500000,35.4,30.47,18072,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Nigeria,Kano,0.5,27500000,51.9,32.08,18881,1,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Nigeria,Lagos,0.5,27500000,37.7,31.15,41376,1,Malnutrition,AI Anomaly,🟡 Medium
2023-01-17,Nigeria,Oyo,0.5,27500000,47.6,30.95,21027,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Nigeria,Rivers,0.5,27500000,41.3,30.47,21079,0,Malaria,Disease Severity,🟡 Medium
2023-01-17,Senegal,Dakar,0.6,2833333,34.6,28.49,3430,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Senegal,Diourbel,0.6,2833333,43.8,30.68,1829,1,Malaria,AI Anomaly,🟡 Medium
2023-01-17,Senegal,Saint-Louis,0.6,2833333,67.4,31.689999999999998,1452,0,Mpox,Growth Rate,🟠 High
2023-01-17,Senegal,Tambacounda,0.6,2833333,38.4,30.85,1603,1,Diarrheal_Disease,AI Anomaly,🟡 Medium
2023-01-17,Senegal,Thiès,0.6,2833333,32.7,27.18,1213,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Senegal,Ziguinchor,0.6,2833333,34.4,28.8,1606,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Sudan,Blue Nile,0.35,7500000,50.7,35.08,2444,0,Malaria,Growth Rate,🟡 Medium
2023-01-17,Sudan,Darfur,0.35,7500000,35.3,30.72,2671,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Sudan,Kassala,0.35,7500000,39.9,32.760000000000005,3984,0,Malnutrition,Growth Rate,🟡 Medium
2023-01-17,Sudan,Khartoum,0.35,7500000,47.3,31.65,6326,0,Tuberculosis,AI Anomaly,🟡 Medium
2023-01-17,Sudan,Omdurman,0.35,7500000,35.2,30.02,2635,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Sudan,Red Sea State,0.35,7500000,37.7,29.340000000000003,2450,0,Meningitis,Disease Severity,🟡 Medium
2023-01-17,Tanzania,Arusha,0.55,9000000,35.1,28.27,4484,0,Cholera,Disease Severity,🟡 Medium
2023-01-17,Tanzania,Dar es Salaam,0.55,9000000,37.0,30.0,23721,0,Mpox,Disease Severity,🟡 Medium
2023-01-17,Tanzania,Dodoma,0.55,9000000,35.4,28.189999999999998,4122,0,Dengue,Disease Severity,🟡 Medium
2023-01-17,Tanzania,Mbeya,0.55,9000000,32.4,28.419999999999998,7196,0,Mpox,Disease Severity,🟡 Medium
2023-01-17,Tanzania,Morogoro,0.55,9000000,41.5,30.9,10416,1,Dengue,AI Anomaly,🟡 Medium
2023-01-17,Tanzania,Mwanza,0.55,9000000,45.0,31.95,4278,0,Cholera,Growth Rate,🟡 Medium
2023-01-17,Tanzania,Zanzibar,0.55,9000000,36.3,29.78,5963,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-17,Uganda,Arua,0.55,6714285,31.3,27.310000000000002,2876,0,Mpox,Disease Severity,🟡 Medium
2023-01-17,Uganda,Gulu,0.55,6714285,51.9,32.43,6109,2,Mpox,AI Anomaly,🟡 Medium
2023-01-17,Uganda,Jinja,0.55,6714285,64.3,32.25,3381,0,Mpox,Growth Rate,🟠 High
2023-01-17,Uganda,Kampala,0.55,6714285,36.0,29.25,12070,1,Malnutrition,AI Anomaly,🟡 Medium
2023-01-17,Uganda,Lira,0.55,6714285,39.1,28.869999999999997,3842,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-17,Uganda,Mbale,0.55,6714285,52.2,31.32,3758,0,Mpox,Disease Severity,🟡 Medium
2023-01-17,Uganda,Mbarara,0.55,6714285,34.7,28.75,7519,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-17,Zambia,Copperbelt,0.5,3800000,31.4,27.889999999999997,3122,0,Malaria,Disease Severity,🟡 Medium
2023-01-17,Zambia,Eastern Province,0.5,3800000,42.4,30.8,2481,1,Malaria,AI Anomaly,🟡 Medium
2023-01-17,Zambia,Lusaka,0.5,3800000,33.3,29.78,8118,0,Typhoid,Disease Severity,🟡 Medium
2023-01-17,Zambia,Northern Province,0.5,3800000,34.8,29.85,2042,0,Malaria,Disease Severity,🟡 Medium
2023-01-17,Zambia,Southern Province,0.5,3800000,36.2,29.43,2868,0,Meningitis,Disease Severity,🟡 Medium
2023-01-18,DRC,Bukavu,0.3,14285714,43.4,31.32,3946,1,Mpox,Disease Severity,🟡 Medium
2023-01-18,DRC,Goma,0.3,14285714,36.1,30.22,6637,0,Meningitis,Disease Severity,🟡 Medium
2023-01-18,DRC,Kananga,0.3,14285714,35.7,31.060000000000002,5421,0,Cholera,Disease Severity,🟡 Medium
2023-01-18,DRC,Kinshasa,0.3,14285714,46.1,33.019999999999996,21622,0,Malaria,Disease Severity,🟡 Medium
2023-01-18,DRC,Kisangani,0.3,14285714,39.3,32.38,4474,0,Typhoid,Growth Rate,🟡 Medium
2023-01-18,DRC,Lubumbashi,0.3,14285714,36.0,30.25,6757,0,Meningitis,Disease Severity,🟡 Medium
2023-01-18,DRC,Mbuji-Mayi,0.3,14285714,37.8,32.089999999999996,4280,0,Meningitis,Disease Severity,🟡 Medium
2023-01-18,Ethiopia,Addis Ababa,0.45,17142857,34.3,30.53,26992,0,Diarrheal_Disease,Growth Rate,🟡 Medium
2023-01-18,Ethiopia,Afar,0.45,17142857,40.8,31.0,17463,0,Malaria,Growth Rate,🟡 Medium
2023-01-18,Ethiopia,Amhara,0.45,17142857,40.2,29.4,10345,0,Meningitis,Disease Severity,🟡 Medium
2023-01-18,Ethiopia,Oromia,0.45,17142857,35.3,30.57,14928,0,Diarrheal_Disease,Growth Rate,🟡 Medium
2023-01-18,Ethiopia,Sidama,0.45,17142857,32.7,29.160000000000004,8437,0,Meningitis,Disease Severity,🟡 Medium
2023-01-18,Ethiopia,Somali Region,0.45,17142857,44.8,30.93,12361,0,Cholera,Disease Severity,🟡 Medium
2023-01-18,Ethiopia,Tigray,0.45,17142857,44.2,31.7,11880,0,Cholera,Disease Severity,🟡 Medium
2023-01-18,Ghana,Accra,0.7,4714285,35.3,29.610000000000003,11557,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-18,Ghana,Kumasi,0.7,4714285,42.5,28.55,6325,0,Malaria,Growth Rate,🟡 Medium
2023-01-18,Ghana,Northern Region,0.7,4714285,47.4,28.889999999999997,7081,1,Malaria,Growth Rate,🟡 Medium
2023-01-18,Ghana,Sekondi,0.7,4714285,53.2,30.05,5045,1,Meningitis,Disease Severity,🟡 Medium
2023-01-18,Ghana,Sunyani,0.7,4714285,45.6,31.04,3824,0,Meningitis,Disease Severity,🟡 Medium
2023-01-18,Ghana,Tamale,0.7,4714285,38.1,27.360000000000003,5173,0,Dengue,Disease Severity,🟡 Medium
2023-01-18,Ghana,Upper East,0.7,4714285,36.3,29.880000000000003,3213,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-18,Kenya,Eldoret,0.65,6750000,45.2,29.3,6195,1,Malnutrition,AI Anomaly,🟡 Medium
