date,country,region,disease,risk_score,prediction,shap_Growth Rate,shap_AI Anomaly Signal,shap_Disease Severity,shap_Healthcare Access Risk,shap_Case Volume,top_factor,top_factor_value,second_factor
2023-12-29,Ethiopia,Addis Ababa,Diarrheal_Disease,36.8,36.81465010025728,0.605,8.336,-3.8,0.684,1.39,AI Anomaly Signal,8.336,Disease Severity
2024-01-18,Ethiopia,Addis Ababa,Diarrheal_Disease,45.3,45.314650100257275,2.162,15.811,-3.8,0.684,0.858,AI Anomaly Signal,15.811,Disease Severity
2024-07-02,Ethiopia,Addis Ababa,Diarrheal_Disease,42.9,42.936650100257275,3.043,12.936,-3.8,0.684,0.474,AI Anomaly Signal,12.936,Disease Severity
2024-09-24,Ethiopia,Addis Ababa,Diarrheal_Disease,44.0,44.018650100257275,1.511,15.086,-3.8,0.684,0.938,AI Anomaly Signal,15.086,Disease Severity
2024-09-25,Ethiopia,Addis Ababa,Diarrheal_Disease,40.1,40.14265010025728,3.536,9.111,-3.8,0.684,1.012,AI Anomaly Signal,9.111,Disease Severity
2024-11-13,Ethiopia,Addis Ababa,Diarrheal_Disease,48.7,48.713650100257276,1.554,17.586,-3.8,0.684,3.09,AI Anomaly Signal,17.586,Disease Severity
2023-01-09,Ethiopia,Addis Ababa,Malaria,43.4,43.43865010025728,-0.571,12.761,0.2,0.684,0.765,AI Anomaly Signal,12.761,Case Volume
2023-01-11,Ethiopia,Addis Ababa,Malaria,50.0,49.95165010025728,8.428,9.836,0.2,0.684,1.204,AI Anomaly Signal,9.836,Growth Rate
2023-03-01,Ethiopia,Addis Ababa,Malaria,44.2,44.19065010025728,0.492,12.811,0.2,0.684,0.404,AI Anomaly Signal,12.811,Healthcare Access Risk
2023-04-12,Ethiopia,Addis Ababa,Malaria,56.8,56.80365010025728,5.187,17.336,0.2,0.684,3.797,AI Anomaly Signal,17.336,Growth Rate
2023-07-31,Ethiopia,Addis Ababa,Malaria,49.7,49.70965010025728,3.237,14.886,0.2,0.684,1.103,AI Anomaly Signal,14.886,Growth Rate
2023-08-01,Ethiopia,Addis Ababa,Malaria,47.8,47.756650100257275,7.806,8.411,0.2,0.684,1.056,AI Anomaly Signal,8.411,Growth Rate
2023-10-01,Ethiopia,Addis Ababa,Malaria,44.2,44.244650100257275,1.678,11.736,0.2,0.684,0.347,AI Anomaly Signal,11.736,Growth Rate
2023-10-31,Ethiopia,Addis Ababa,Malaria,47.2,47.17165010025728,1.916,13.136,0.2,0.684,1.636,AI Anomaly Signal,13.136,Growth Rate
2023-12-15,Ethiopia,Addis Ababa,Malaria,54.0,54.038650100257286,4.051,16.786,0.2,0.684,2.718,AI Anomaly Signal,16.786,Growth Rate
2023-12-16,Ethiopia,Addis Ababa,Malaria,57.8,57.81965010025728,9.426,13.836,0.2,0.684,4.074,AI Anomaly Signal,13.836,Growth Rate
2024-01-19,Ethiopia,Addis Ababa,Malaria,47.0,46.95665010025728,2.359,13.561,0.2,0.684,0.553,AI Anomaly Signal,13.561,Growth Rate
2024-02-07,Ethiopia,Addis Ababa,Malaria,41.2,41.201650100257275,0.275,9.786,0.2,0.684,0.657,AI Anomaly Signal,9.786,Healthcare Access Risk
2024-03-01,Ethiopia,Addis Ababa,Malaria,43.9,43.86265010025728,1.163,11.811,0.2,0.684,0.405,AI Anomaly Signal,11.811,Growth Rate
2024-04-05,Ethiopia,Addis Ababa,Malaria,47.3,47.32865010025728,1.032,13.736,0.2,0.684,2.077,AI Anomaly Signal,13.736,Case Volume
2024-04-06,Ethiopia,Addis Ababa,Malaria,46.9,46.866650100257274,3.507,10.461,0.2,0.684,2.415,AI Anomaly Signal,10.461,Growth Rate
2024-05-06,Ethiopia,Addis Ababa,Malaria,50.5,50.542650100257276,2.745,14.661,0.2,0.684,2.653,AI Anomaly Signal,14.661,Growth Rate
2024-05-07,Ethiopia,Addis Ababa,Malaria,54.4,54.43665010025728,7.903,12.511,0.2,0.684,3.539,AI Anomaly Signal,12.511,Growth Rate
2024-05-31,Ethiopia,Addis Ababa,Malaria,44.6,44.61165010025728,-0.94,12.686,0.2,0.684,2.382,AI Anomaly Signal,12.686,Case Volume
2024-06-18,Ethiopia,Addis Ababa,Malaria,47.2,47.18265010025728,0.946,14.636,0.2,0.684,1.117,AI Anomaly Signal,14.636,Case Volume
2024-08-22,Ethiopia,Addis Ababa,Malaria,42.6,42.582650100257275,0.878,10.911,0.2,0.684,0.31,AI Anomaly Signal,10.911,Growth Rate
2024-08-23,Ethiopia,Addis Ababa,Malaria,45.7,45.66365010025728,3.342,11.036,0.2,0.684,0.802,AI Anomaly Signal,11.036,Growth Rate
2024-09-17,Ethiopia,Addis Ababa,Malaria,48.8,48.792650100257276,3.982,13.586,0.2,0.684,0.741,AI Anomaly Signal,13.586,Growth Rate
2024-09-18,Ethiopia,Addis Ababa,Malaria,54.5,54.51365010025728,9.489,13.011,0.2,0.684,1.53,AI Anomaly Signal,13.011,Growth Rate
2024-11-12,Ethiopia,Addis Ababa,Malaria,59.4,59.41365010025728,6.203,17.686,0.2,0.684,5.041,AI Anomaly Signal,17.686,Growth Rate
2024-11-13,Ethiopia,Addis Ababa,Malaria,58.2,58.17865010025728,10.669,12.061,0.2,0.684,4.965,AI Anomaly Signal,12.061,Growth Rate
2023-01-27,Ethiopia,Addis Ababa,Malnutrition,36.1,36.13665010025728,0.354,7.236,-2.8,0.684,1.063,AI Anomaly Signal,7.236,Disease Severity
2023-02-09,Ethiopia,Addis Ababa,Malnutrition,36.9,36.90465010025728,-0.177,8.461,-2.8,0.684,1.137,AI Anomaly Signal,8.461,Disease Severity
2023-10-06,Ethiopia,Addis Ababa,Malnutrition,40.9,40.887650100257275,0.419,11.511,-2.8,0.684,1.474,AI Anomaly Signal,11.511,Disease Severity
2023-11-05,Ethiopia,Addis Ababa,Malnutrition,36.7,36.72365010025728,-0.869,9.036,-2.8,0.684,1.073,AI Anomaly Signal,9.036,Disease Severity
2023-12-28,Ethiopia,Addis Ababa,Malnutrition,39.3,39.24965010025728,0.204,10.286,-2.8,0.684,1.276,AI Anomaly Signal,10.286,Disease Severity
2024-02-26,Ethiopia,Addis Ababa,Malnutrition,34.3,34.34665010025728,-1.08,6.886,-2.8,0.684,1.057,AI Anomaly Signal,6.886,Disease Severity
2024-08-10,Ethiopia,Addis Ababa,Malnutrition,48.9,48.868650100257284,1.141,17.386,-2.8,0.684,2.858,AI Anomaly Signal,17.386,Case Volume
2024-08-12,Ethiopia,Addis Ababa,Malnutrition,48.6,48.573650100257275,5.271,12.661,-2.8,0.684,3.158,AI Anomaly Signal,12.661,Growth Rate
2024-12-06,Ethiopia,Addis Ababa,Malnutrition,39.3,39.335650100257276,0.447,10.161,-2.8,0.684,1.244,AI Anomaly Signal,10.161,Disease Severity
2023-03-14,Ethiopia,Addis Ababa,Meningitis,54.3,54.30665010025728,2.869,15.561,5.2,0.684,0.393,AI Anomaly Signal,15.561,Disease Severity
2023-03-15,Ethiopia,Addis Ababa,Meningitis,53.4,53.402650100257276,6.013,11.336,5.2,0.684,0.57,AI Anomaly Signal,11.336,Growth Rate
2023-03-16,Ethiopia,Addis Ababa,Meningitis,58.8,58.75565010025728,12.118,10.386,5.2,0.684,0.768,Growth Rate,12.118,AI Anomaly Signal
2023-05-15,Ethiopia,Addis Ababa,Meningitis,52.7,52.66965010025728,1.993,14.786,5.2,0.684,0.407,AI Anomaly Signal,14.786,Disease Severity
2023-06-01,Ethiopia,Addis Ababa,Meningitis,42.4,42.387650100257275,-1.903,8.761,5.2,0.684,0.046,AI Anomaly Signal,8.761,Disease Severity
2023-07-18,Ethiopia,Addis Ababa,Meningitis,58.1,58.05465010025728,2.999,17.686,5.2,0.684,1.886,AI Anomaly Signal,17.686,Disease Severity
2023-07-19,Ethiopia,Addis Ababa,Meningitis,60.1,60.09665010025728,8.519,13.536,5.2,0.684,2.558,AI Anomaly Signal,13.536,Growth Rate
2023-09-23,Ethiopia,Addis Ababa,Meningitis,57.1,57.13265010025728,2.794,17.061,5.2,0.684,1.794,AI Anomaly Signal,17.061,Disease Severity
2023-09-24,Ethiopia,Addis Ababa,Meningitis,61.5,61.487650100257284,8.538,14.561,5.2,0.684,2.905,AI Anomaly Signal,14.561,Growth Rate
2023-11-18,Ethiopia,Addis Ababa,Meningitis,45.9,45.874650100257284,0.466,9.936,5.2,0.684,-0.011,AI Anomaly Signal,9.936,Disease Severity
2024-01-01,Ethiopia,Addis Ababa,Meningitis,50.0,49.99265010025728,0.381,14.011,5.2,0.684,0.117,AI Anomaly Signal,14.011,Disease Severity
2024-01-02,Ethiopia,Addis Ababa,Meningitis,43.3,43.289650100257276,1.078,6.661,5.2,0.684,0.067,AI Anomaly Signal,6.661,Disease Severity
2024-02-24,Ethiopia,Addis Ababa,Meningitis,56.4,56.366650100257274,2.04,16.936,5.2,0.684,1.907,AI Anomaly Signal,16.936,Disease Severity
2024-02-25,Ethiopia,Addis Ababa,Meningitis,57.1,57.06865010025728,6.509,12.786,5.2,0.684,2.29,AI Anomaly Signal,12.786,Growth Rate
2024-02-26,Ethiopia,Addis Ababa,Meningitis,63.6,63.64165010025728,12.987,12.436,5.2,0.684,2.735,Growth Rate,12.987,AI Anomaly Signal
2024-06-01,Ethiopia,Addis Ababa,Meningitis,43.2,43.19765010025728,0.12,7.661,5.2,0.684,-0.067,AI Anomaly Signal,7.661,Disease Severity
2024-06-07,Ethiopia,Addis Ababa,Meningitis,48.2,48.23665010025728,5.386,7.186,5.2,0.684,0.181,AI Anomaly Signal,7.186,Growth Rate
2024-10-11,Ethiopia,Addis Ababa,Meningitis,46.4,46.41965010025728,-1.212,11.861,5.2,0.684,0.287,AI Anomaly Signal,11.861,Disease Severity
2023-07-24,Ethiopia,Addis Ababa,Mpox,40.9,40.88365010025728,0.197,7.511,3.2,0.684,-0.308,AI Anomaly Signal,7.511,Disease Severity
2024-02-09,Ethiopia,Addis Ababa,Mpox,43.4,43.381650100257275,-0.484,10.686,3.2,0.684,-0.304,AI Anomaly Signal,10.686,Disease Severity
2024-02-28,Ethiopia,Addis Ababa,Mpox,55.1,55.140650100257275,5.173,16.561,3.2,0.684,-0.077,AI Anomaly Signal,16.561,Growth Rate
2024-02-29,Ethiopia,Addis Ababa,Mpox,57.0,57.02265010025728,11.095,12.511,3.2,0.684,-0.067,AI Anomaly Signal,12.511,Growth Rate
2024-03-01,Ethiopia,Addis Ababa,Mpox,62.6,62.616650100257274,17.886,11.286,3.2,0.684,-0.039,Growth Rate,17.886,AI Anomaly Signal
2024-04-11,Ethiopia,Addis Ababa,Mpox,60.8,60.84565010025728,9.489,17.736,3.2,0.684,0.137,AI Anomaly Signal,17.736,Growth Rate
2024-06-07,Ethiopia,Addis Ababa,Mpox,53.7,53.74265010025728,4.087,16.286,3.2,0.684,-0.114,AI Anomaly Signal,16.286,Growth Rate
2024-06-08,Ethiopia,Addis Ababa,Mpox,54.4,54.393650100257275,8.536,12.461,3.2,0.684,-0.087,AI Anomaly Signal,12.461,Growth Rate
2024-09-13,Ethiopia,Addis Ababa,Mpox,53.9,53.892650100257285,4.225,16.286,3.2,0.684,-0.102,AI Anomaly Signal,16.286,Growth Rate
2024-11-08,Ethiopia,Addis Ababa,Mpox,55.9,55.89565010025728,5.303,17.136,3.2,0.684,-0.027,AI Anomaly Signal,17.136,Growth Rate
2024-12-12,Ethiopia,Addis Ababa,Mpox,40.5,40.51365010025728,-0.319,7.661,3.2,0.684,-0.312,AI Anomaly Signal,7.661,Disease Severity
2023-01-19,Ethiopia,Addis Ababa,Respiratory_Infections,48.3,48.31165010025728,1.943,17.011,-4.8,0.684,3.874,AI Anomaly Signal,17.011,Disease Severity
2023-03-23,Ethiopia,Addis Ababa,Respiratory_Infections,42.1,42.101650100257274,1.687,13.936,-4.8,0.684,0.995,AI Anomaly Signal,13.936,Disease Severity
2023-04-07,Ethiopia,Addis Ababa,Respiratory_Infections,34.9,34.93165010025728,-2.296,10.586,-4.8,0.684,1.158,AI Anomaly Signal,10.586,Disease Severity
2023-04-09,Ethiopia,Addis Ababa,Respiratory_Infections,38.5,38.48765010025728,2.589,9.011,-4.8,0.684,1.404,AI Anomaly Signal,9.011,Disease Severity
2023-05-14,Ethiopia,Addis Ababa,Respiratory_Infections,39.1,39.12365010025728,0.13,12.461,-4.8,0.684,1.049,AI Anomaly Signal,12.461,Disease Severity
2023-06-01,Ethiopia,Addis Ababa,Respiratory_Infections,34.8,34.76165010025728,-0.878,9.661,-4.8,0.684,0.495,AI Anomaly Signal,9.661,Disease Severity
2023-06-16,Ethiopia,Addis Ababa,Respiratory_Infections,42.4,42.44465010025728,1.526,13.261,-4.8,0.684,2.174,AI Anomaly Signal,13.261,Disease Severity
2023-06-18,Ethiopia,Addis Ababa,Respiratory_Infections,39.0,39.00265010025728,3.431,8.086,-4.8,0.684,2.002,AI Anomaly Signal,8.086,Disease Severity
2023-08-15,Ethiopia,Addis Ababa,Respiratory_Infections,40.9,40.881650100257275,0.373,13.036,-4.8,0.684,1.989,AI Anomaly Signal,13.036,Disease Severity
2023-08-16,Ethiopia,Addis Ababa,Respiratory_Infections,47.7,47.65165010025728,2.95,15.036,-4.8,0.684,4.182,AI Anomaly Signal,15.036,Disease Severity
2023-09-10,Ethiopia,Addis Ababa,Respiratory_Infections,35.2,35.20665010025728,-0.422,8.711,-4.8,0.684,1.434,AI Anomaly Signal,8.711,Disease Severity
2023-09-11,Ethiopia,Addis Ababa,Respiratory_Infections,37.3,37.34565010025728,1.063,8.911,-4.8,0.684,1.888,AI Anomaly Signal,8.911,Disease Severity
2024-01-01,Ethiopia,Addis Ababa,Respiratory_Infections,41.8,41.829650100257275,0.704,14.811,-4.8,0.684,0.831,AI Anomaly Signal,14.811,Disease Severity
2024-04-14,Ethiopia,Addis Ababa,Respiratory_Infections,38.5,38.46565010025728,-0.781,12.811,-4.8,0.684,0.952,AI Anomaly Signal,12.811,Disease Severity
2024-06-01,Ethiopia,Addis Ababa,Respiratory_Infections,39.2,39.19365010025728,0.818,12.236,-4.8,0.684,0.656,AI Anomaly Signal,12.236,Disease Severity
2024-07-04,Ethiopia,Addis Ababa,Respiratory_Infections,49.3,49.27065010025728,2.058,17.686,-4.8,0.684,4.043,AI Anomaly Signal,17.686,Disease Severity
2024-07-06,Ethiopia,Addis Ababa,Respiratory_Infections,48.0,47.99665010025728,7.036,11.336,-4.8,0.684,4.141,AI Anomaly Signal,11.336,Growth Rate
2024-08-12,Ethiopia,Addis Ababa,Respiratory_Infections,49.5,49.536650100257276,3.822,16.336,-4.8,0.684,3.895,AI Anomaly Signal,16.336,Disease Severity
2024-08-13,Ethiopia,Addis Ababa,Respiratory_Infections,48.7,48.66665010025727,7.008,12.011,-4.8,0.684,4.164,AI Anomaly Signal,12.011,Growth Rate
2024-09-18,Ethiopia,Addis Ababa,Respiratory_Infections,35.5,35.49365010025728,-0.511,9.411,-4.8,0.684,1.11,AI Anomaly Signal,9.411,Disease Severity
2024-10-18,Ethiopia,Addis Ababa,Respiratory_Infections,38.7,38.69465010025728,1.298,11.311,-4.8,0.684,0.602,AI Anomaly Signal,11.311,Disease Severity
2024-12-19,Ethiopia,Addis Ababa,Respiratory_Infections,32.6,32.61365010025728,-0.336,7.161,-4.8,0.684,0.305,AI Anomaly Signal,7.161,Disease Severity
2023-01-07,Ethiopia,Addis Ababa,Tuberculosis,51.3,51.25165010025728,-0.571,15.286,1.2,0.684,5.053,AI Anomaly Signal,15.286,Case Volume
2023-02-28,Ethiopia,Addis Ababa,Tuberculosis,53.0,53.01365010025728,1.105,15.786,1.2,0.684,4.639,AI Anomaly Signal,15.786,Case Volume
2023-03-25,Ethiopia,Addis Ababa,Tuberculosis,44.3,44.27665010025728,1.677,8.836,1.2,0.684,2.28,AI Anomaly Signal,8.836,Case Volume
2023-08-22,Ethiopia,Addis Ababa,Tuberculosis,53.8,53.80265010025728,0.934,17.236,1.2,0.684,4.149,AI Anomaly Signal,17.236,Case Volume
2023-08-23,Ethiopia,Addis Ababa,Tuberculosis,51.6,51.57165010025728,2.48,13.011,1.2,0.684,4.597,AI Anomaly Signal,13.011,Case Volume
2023-10-25,Ethiopia,Addis Ababa,Tuberculosis,41.6,41.56965010025728,-0.325,7.986,1.2,0.684,2.425,AI Anomaly Signal,7.986,Case Volume
2023-12-24,Ethiopia,Addis Ababa,Tuberculosis,44.9,44.881650100257275,0.133,10.736,1.2,0.684,2.529,AI Anomaly Signal,10.736,Case Volume
2024-02-19,Ethiopia,Addis Ababa,Tuberculosis,43.4,43.36465010025728,-0.287,9.836,1.2,0.684,2.332,AI Anomaly Signal,9.836,Case Volume
2024-03-17,Ethiopia,Addis Ababa,Tuberculosis,44.3,44.29765010025727,-0.237,10.636,1.2,0.684,2.415,AI Anomaly Signal,10.636,Case Volume
2024-08-29,Ethiopia,Addis Ababa,Tuberculosis,43.3,43.32765010025727,-0.525,9.811,1.2,0.684,2.558,AI Anomaly Signal,9.811,Case Volume
2024-09-22,Ethiopia,Addis Ababa,Tuberculosis,52.1,52.13365010025728,0.865,15.911,1.2,0.684,3.874,AI Anomaly Signal,15.911,Case Volume
2024-09-24,Ethiopia,Addis Ababa,Tuberculosis,48.3,48.350650100257276,2.607,10.161,1.2,0.684,4.099,AI Anomaly Signal,10.161,Case Volume
2023-03-01,Ethiopia,Addis Ababa,Typhoid,45.2,45.17465010025728,0.875,14.861,-1.8,0.684,0.955,AI Anomaly Signal,14.861,Disease Severity
2023-04-20,Ethiopia,Addis Ababa,Typhoid,36.8,36.75765010025728,-0.984,7.936,-1.8,0.684,1.322,AI Anomaly Signal,7.936,Disease Severity
2023-07-15,Ethiopia,Addis Ababa,Typhoid,46.1,46.06565010025727,0.589,15.761,-1.8,0.684,1.232,AI Anomaly Signal,15.761,Disease Severity
2023-09-27,Ethiopia,Addis Ababa,Typhoid,40.2,40.24065010025728,0.491,10.686,-1.8,0.684,0.58,AI Anomaly Signal,10.686,Disease Severity
2023-10-01,Ethiopia,Addis Ababa,Typhoid,42.6,42.64865010025728,3.278,9.961,-1.8,0.684,0.926,AI Anomaly Signal,9.961,Growth Rate
2023-11-30,Ethiopia,Addis Ababa,Typhoid,44.4,44.384650100257275,0.158,13.486,-1.8,0.684,2.257,AI Anomaly Signal,13.486,Case Volume
2024-02-24,Ethiopia,Addis Ababa,Typhoid,36.8,36.84065010025728,0.784,7.136,-1.8,0.684,0.437,AI Anomaly Signal,7.136,Disease Severity
2024-03-02,Ethiopia,Addis Ababa,Typhoid,39.4,39.44165010025728,2.447,7.636,-1.8,0.684,0.875,AI Anomaly Signal,7.636,Growth Rate
2024-03-22,Ethiopia,Addis Ababa,Typhoid,47.7,47.65665010025728,2.174,14.686,-1.8,0.684,2.313,AI Anomaly Signal,14.686,Case Volume
2024-03-23,Ethiopia,Addis Ababa,Typhoid,54.6,54.57665010025728,4.895,16.936,-1.8,0.684,4.262,AI Anomaly Signal,16.936,Growth Rate
2024-05-01,Ethiopia,Addis Ababa,Typhoid,47.5,47.478650100257276,0.815,15.461,-1.8,0.684,2.719,AI Anomaly Signal,15.461,Case Volume
2024-07-18,Ethiopia,Addis Ababa,Typhoid,45.9,45.887650100257275,1.118,15.236,-1.8,0.684,1.05,AI Anomaly Signal,15.236,Disease Severity
2024-07-19,Ethiopia,Addis Ababa,Typhoid,42.0,42.04665010025728,2.864,9.511,-1.8,0.684,1.188,AI Anomaly Signal,9.511,Growth Rate
2024-10-01,Ethiopia,Addis Ababa,Typhoid,41.8,41.76765010025728,-0.272,12.911,-1.8,0.684,0.645,AI Anomaly Signal,12.911,Disease Severity
2024-11-08,Ethiopia,Addis Ababa,Typhoid,38.7,38.71265010025728,-0.116,9.011,-1.8,0.684,1.334,AI Anomaly Signal,9.011,Disease Severity
2024-11-09,Ethiopia,Addis Ababa,Typhoid,39.8,39.777650100257276,0.654,8.986,-1.8,0.684,1.654,AI Anomaly Signal,8.986,Disease Severity
2024-12-01,Ethiopia,Addis Ababa,Typhoid,48.8,48.77965010025728,1.004,16.336,-1.8,0.684,2.956,AI Anomaly Signal,16.336,Case Volume
2024-12-02,Ethiopia,Addis Ababa,Typhoid,52.5,52.46465010025727,3.168,16.211,-1.8,0.684,4.602,AI Anomaly Signal,16.211,Case Volume
2023-01-26,Ethiopia,Afar,Cholera,52.3,52.280650100257276,2.15,15.086,4.2,0.684,0.561,AI Anomaly Signal,15.086,Disease Severity
2023-01-27,Ethiopia,Afar,Cholera,51.6,51.62365010025728,7.596,9.086,4.2,0.684,0.458,AI Anomaly Signal,9.086,Growth Rate
2023-02-18,Ethiopia,Afar,Cholera,52.9,52.889650100257285,2.223,15.586,4.2,0.684,0.597,AI Anomaly Signal,15.586,Disease Severity
2023-02-19,Ethiopia,Afar,Cholera,52.8,52.844650100257276,8.623,9.186,4.2,0.684,0.552,AI Anomaly Signal,9.186,Growth Rate
2023-10-02,Ethiopia,Afar,Cholera,48.2,48.21365010025728,2.25,11.411,4.2,0.684,0.069,AI Anomaly Signal,11.411,Disease Severity
2023-11-08,Ethiopia,Afar,Cholera,54.5,54.48065010025728,3.808,14.886,4.2,0.684,1.303,AI Anomaly Signal,14.886,Disease Severity
2023-12-16,Ethiopia,Afar,Cholera,50.8,50.81265010025728,1.504,14.036,4.2,0.684,0.789,AI Anomaly Signal,14.036,Disease Severity
2023-12-17,Ethiopia,Afar,Cholera,46.1,46.12365010025728,3.819,7.136,4.2,0.684,0.685,AI Anomaly Signal,7.136,Disease Severity
2024-03-01,Ethiopia,Afar,Cholera,45.5,45.49265010025728,0.253,10.861,4.2,0.684,-0.105,AI Anomaly Signal,10.861,Disease Severity
2024-03-05,Ethiopia,Afar,Cholera,44.8,44.83365010025728,3.871,6.511,4.2,0.684,-0.032,AI Anomaly Signal,6.511,Disease Severity
2024-03-21,Ethiopia,Afar,Cholera,55.0,55.009650100257275,3.28,15.561,4.2,0.684,1.685,AI Anomaly Signal,15.561,Disease Severity
2024-03-24,Ethiopia,Afar,Cholera,64.5,64.49965010025727,15.771,11.936,4.2,0.684,2.309,Growth Rate,15.771,AI Anomaly Signal
2024-05-27,Ethiopia,Afar,Cholera,64.1,64.06865010025729,8.477,17.711,4.2,0.684,3.397,AI Anomaly Signal,17.711,Growth Rate
2024-10-01,Ethiopia,Afar,Cholera,46.5,46.47265010025728,0.194,11.836,4.2,0.684,-0.041,AI Anomaly Signal,11.836,Disease Severity
2024-10-04,Ethiopia,Afar,Cholera,60.8,60.75265010025728,10.811,14.511,4.2,0.684,0.947,AI Anomaly Signal,14.511,Growth Rate
2024-10-05,Ethiopia,Afar,Cholera,67.3,67.31465010025727,19.775,11.711,4.2,0.684,1.345,Growth Rate,19.775,AI Anomaly Signal
2024-11-04,Ethiopia,Afar,Cholera,40.9,40.853650100257276,-1.711,7.686,4.2,0.684,0.395,AI Anomaly Signal,7.686,Disease Severity
2024-11-05,Ethiopia,Afar,Cholera,50.4,50.40365010025728,1.989,12.636,4.2,0.684,1.295,AI Anomaly Signal,12.636,Disease Severity
2024-11-06,Ethiopia,Afar,Cholera,50.7,50.749650100257284,6.289,8.761,4.2,0.684,1.216,AI Anomaly Signal,8.761,Growth Rate
2024-12-11,Ethiopia,Afar,Cholera,43.0,42.98965010025728,0.167,8.236,4.2,0.684,0.103,AI Anomaly Signal,8.236,Disease Severity
2024-12-25,Ethiopia,Afar,Cholera,63.3,63.31365010025728,8.683,17.536,4.2,0.684,2.611,AI Anomaly Signal,17.536,Growth Rate
2023-02-04,Ethiopia,Afar,Dengue,35.7,35.68765010025728,0.133,6.236,-0.8,0.684,-0.165,AI Anomaly Signal,6.236,Disease Severity
2023-03-01,Ethiopia,Afar,Dengue,41.7,41.65165010025728,0.958,11.311,-0.8,0.684,-0.101,AI Anomaly Signal,11.311,Growth Rate
2023-03-02,Ethiopia,Afar,Dengue,42.8,42.76665010025728,2.96,10.311,-0.8,0.684,0.012,AI Anomaly Signal,10.311,Growth Rate
2023-04-11,Ethiopia,Afar,Dengue,44.7,44.70065010025728,0.953,13.761,-0.8,0.684,0.503,AI Anomaly Signal,13.761,Growth Rate
2023-04-12,Ethiopia,Afar,Dengue,39.2,39.16865010025728,1.642,7.636,-0.8,0.684,0.407,AI Anomaly Signal,7.636,Growth Rate
2023-05-22,Ethiopia,Afar,Dengue,49.1,49.104650100257274,1.721,16.936,-0.8,0.684,0.964,AI Anomaly Signal,16.936,Growth Rate
2023-05-23,Ethiopia,Afar,Dengue,45.6,45.606650100257276,4.277,10.911,-0.8,0.684,0.935,AI Anomaly Signal,10.911,Growth Rate
2023-09-03,Ethiopia,Afar,Dengue,46.3,46.34865010025728,1.145,15.611,-0.8,0.684,0.109,AI Anomaly Signal,15.611,Growth Rate
2023-09-07,Ethiopia,Afar,Dengue,43.1,43.14465010025727,4.765,8.786,-0.8,0.684,0.11,AI Anomaly Signal,8.786,Growth Rate
2023-10-01,Ethiopia,Afar,Dengue,43.8,43.77565010025727,0.363,13.886,-0.8,0.684,0.043,AI Anomaly Signal,13.886,Disease Severity
2023-11-21,Ethiopia,Afar,Dengue,37.4,37.37965010025728,0.713,7.061,-0.8,0.684,0.122,AI Anomaly Signal,7.061,Disease Severity
2023-11-23,Ethiopia,Afar,Dengue,44.4,44.414650100257276,0.855,13.536,-0.8,0.684,0.54,AI Anomaly Signal,13.536,Growth Rate
2023-11-24,Ethiopia,Afar,Dengue,44.0,44.02865010025728,2.932,10.886,-0.8,0.684,0.727,AI Anomaly Signal,10.886,Growth Rate
2024-03-01,Ethiopia,Afar,Dengue,42.9,42.94765010025728,1.366,12.136,-0.8,0.684,-0.038,AI Anomaly Signal,12.136,Growth Rate
2024-05-28,Ethiopia,Afar,Dengue,41.9,41.936650100257275,0.405,11.686,-0.8,0.684,0.362,AI Anomaly Signal,11.686,Disease Severity
2024-08-18,Ethiopia,Afar,Dengue,36.7,36.72765010025728,-0.262,7.686,-0.8,0.684,-0.18,AI Anomaly Signal,7.686,Disease Severity
2024-10-01,Ethiopia,Afar,Dengue,49.0,48.98665010025728,3.059,16.311,-0.8,0.684,0.133,AI Anomaly Signal,16.311,Growth Rate
2024-10-03,Ethiopia,Afar,Dengue,61.1,61.13265010025728,13.708,16.911,-0.8,0.684,1.03,AI Anomaly Signal,16.911,Growth Rate
2024-10-04,Ethiopia,Afar,Dengue,65.2,65.20265010025727,22.799,11.911,-0.8,0.684,1.009,Growth Rate,22.799,AI Anomaly Signal
2024-10-05,Ethiopia,Afar,Dengue,72.1,72.14965010025728,28.595,12.636,-0.8,0.684,1.435,Growth Rate,28.595,AI Anomaly Signal
2024-10-31,Ethiopia,Afar,Dengue,50.2,50.20465010025728,1.803,17.536,-0.8,0.684,1.382,AI Anomaly Signal,17.536,Growth Rate
2024-11-01,Ethiopia,Afar,Dengue,52.4,52.396650100257276,6.406,14.536,-0.8,0.684,1.971,AI Anomaly Signal,14.536,Growth Rate
2023-01-16,Ethiopia,Afar,Diarrheal_Disease,36.6,36.594650100257276,-0.156,10.261,-3.8,0.684,0.006,AI Anomaly Signal,10.261,Disease Severity
2023-02-16,Ethiopia,Afar,Diarrheal_Disease,44.5,44.54065010025728,2.367,15.511,-3.8,0.684,0.179,AI Anomaly Signal,15.511,Disease Severity
2023-02-17,Ethiopia,Afar,Diarrheal_Disease,41.9,41.91365010025728,4.073,11.086,-3.8,0.684,0.271,AI Anomaly Signal,11.086,Growth Rate
2023-02-18,Ethiopia,Afar,Diarrheal_Disease,42.1,42.119650100257275,6.28,9.011,-3.8,0.684,0.345,AI Anomaly Signal,9.011,Growth Rate
2023-07-18,Ethiopia,Afar,Diarrheal_Disease,45.1,45.106650100257276,1.822,16.461,-3.8,0.684,0.34,AI Anomaly Signal,16.461,Disease Severity
